---- Model: NonCausal_128-64-32-16-4 ----
Train Losses:
Epoch 1: 0.779802862308728
Epoch 2: 0.5664924008986739
Epoch 3: 0.4960832529395042
Epoch 4: 0.4599711172892388
Epoch 5: 0.4388256806217406
Epoch 6: 0.4194288621553033
Epoch 7: 0.40006536051150726
Epoch 8: 0.38614797905907267
Epoch 9: 0.37851326733016394
Epoch 10: 0.37297656807661694
Epoch 11: 0.35124717036852815
Epoch 12: 0.34477250724983893
Epoch 13: 0.33958520539532533
Epoch 14: 0.3347416604034308
Epoch 15: 0.3278269871736394
Validation Losses:
Epoch 1: 0.7109175649197577
Epoch 2: 0.4708901116699259
Epoch 3: 0.4272526553527935
Epoch 4: 0.4649887201141085
Epoch 5: 0.4000097422727707
Epoch 6: 0.37073317973964826
Epoch 7: 0.36652311390121517
Epoch 8: 0.3647137981733578
Epoch 9: 0.3297971508857259
Epoch 10: 0.32049627407764314
Epoch 11: 0.33207920562624826
Epoch 12: 0.3437571645718185
Epoch 13: 0.38055020661652444
Epoch 14: 0.33013287634609517
Epoch 15: 0.30057286659472765

