---- Model: NonCausalSkip_128-64-32-16-4 ----
Train Losses:
Epoch 1: 0.7680669045596125
Epoch 2: 0.49285850196418407
Epoch 3: 0.35069486260482957
Epoch 4: 0.29944975038267835
Epoch 5: 0.26649454870125466
Epoch 6: 0.23536725656452875
Epoch 7: 0.21036487684419794
Epoch 8: 0.20239696961987502
Epoch 9: 0.18490989952952644
Epoch 10: 0.1700640064475619
Epoch 11: 0.16441445703653235
Epoch 12: 0.15358575265945817
Epoch 13: 0.13987971180008993
Epoch 14: 0.12992333864261488
Epoch 15: 0.12704150817958906
Validation Losses:
Epoch 1: 0.6508722526433471
Epoch 2: 0.3761048316501075
Epoch 3: 0.3239050246525123
Epoch 4: 0.29289241267883653
Epoch 5: 0.2574737080295257
Epoch 6: 0.2031997374564411
Epoch 7: 0.1668148270434465
Epoch 8: 0.19617216175601523
Epoch 9: 0.16009630188183224
Epoch 10: 0.16909748440291492
Epoch 11: 0.19694768505348392
Epoch 12: 0.14400776409875507
Epoch 13: 0.1653980764445757
Epoch 14: 0.13485489641374862
Epoch 15: 0.21561516389576776

